"pubmedID","num_inter","n_proteins","methods"
"25383530","1","2","transmission electron microscopy,x ray crystallography"
"25383541","8","6","anti bait coimmunoprecipitation,pull down"
"25383667","2","3","x ray crystallography"
"25383668","2","2","bio layer interferometry"
"25394790","1","2","anti bait coimmunoprecipitation"
"25402481","1","2","isothermal titration calorimetry,molecular sieving,pull down"
"25402766","3","3","pull down"
"25419848","6","6","anti tag coimmunoprecipitation"
"25435324","6","7","pull down"
"25435325","1","1","ampylation assay,molecular sieving,x ray crystallography,x ray scattering"
"25436519","1","2","nuclear magnetic resonance"
"25437913","2","2","anti tag coimmunoprecipitation,bioluminescence resonance energy transfer,cosedimentation in solution,protein kinase assay"
"25438054","8","10","anti tag coimmunoprecipitation"
"25438055","5","6","anti bait coimmunoprecipitation"
"25438670","1","2","nuclear magnetic resonance"
"25450766","1","2","nuclear magnetic resonance"
"25456412","4","5","anti tag coimmunoprecipitation"
"25458834","1","2","nuclear magnetic resonance,x ray crystallography"
"25470060","10","8","anti bait coimmunoprecipitation"
"25471887","1","1","x ray crystallography"
"25487150","3","4","two hybrid"
"25497731","1","2","bioluminescence resonance energy transfer"
"25503564","9","9","anti tag coimmunoprecipitation"
"25517094","26","13","pull down"
"25519132","23","21","tandem affinity purification"
"25531777","3","5","anti tag coimmunoprecipitation"
"25531778","1","2","anti bait coimmunoprecipitation"
"25531779","6","5","anti tag coimmunoprecipitation"
"25533949","2","2","pull down"
"25535969","2","3","anti tag coimmunoprecipitation"
"25543257","1","1","solid state nmr,transmission electron microscopy"
"25558984","4","4","anti tag coimmunoprecipitation"
"25567906","24","12","anti tag coimmunoprecipitation"
"25574025","4","3","anti tag coimmunoprecipitation"
"25579814","2","3","nuclear magnetic resonance"
"25579818","3","2","x ray scattering"
"25599396","11","10","cross linking study"
"25599397","1","1","x ray crystallography,x ray scattering"
"25599644","13","14","x ray crystallography"
"25619998","1","2","acetylase assay"
"25622091","1","1","x ray crystallography"
"25642963","1","2","pull down"
"25643172","1","1","atomic force microscopy,classical fluorescence spectroscopy"
"25643321","1","2","fluorescence polarization spectroscopy,nuclear magnetic resonance,x ray crystallography"
"25651062","3","4","nuclear magnetic resonance"
"25661653","5","4","ion exchange chromatography,molecular sieving,pull down,x ray crystallography"
"25678665","1","2","anti bait coimmunoprecipitation"
"25684574","1","1","comigration in non denaturing gel electrophoresis,molecular sieving,x ray crystallography"
"25684575","1","2","molecular sieving,x ray crystallography"
"25684577","1","2","nuclear magnetic resonance"
"25686087","2","2","classical fluorescence spectroscopy,D electron microscopy,molecular sieving,transmission electron microscopy"
"25686248","12","12","anti tag coimmunoprecipitation"
"25720963","1","2","anti tag coimmunoprecipitation"
"25728925","5","6","phosphatase assay"
"25731175","4","4","x ray crystallography"
"25751139","18","19","tandem affinity purification"
"25751140","4","5","anti tag coimmunoprecipitation"
"25751424","2","3","anti tag coimmunoprecipitation"
"25752543","1","1","comigration in sds page"
"25764135","1","2","anti tag coimmunoprecipitation,two hybrid"
"25766235","1","2","anti tag coimmunoprecipitation"
"25766236","1","1","x ray crystallography"
"25774835","1","2","anti tag coimmunoprecipitation"
"25792330","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"25799061","20","16","tandem affinity purification"
"25800552","1","2","nuclear magnetic resonance"
"25822914","3","4","anti tag coimmunoprecipitation,pull down"
"25837623","1","2","anti bait coimmunoprecipitation"
"25848931","1","1","anti tag coimmunoprecipitation"
"25849143","3","3","nuclear magnetic resonance"
"25855297","1","1","D electron microscopy,molecular sieving"
"25855459","3","5","pull down"
"25860027","3","4","anti tag coimmunoprecipitation,protein kinase assay,pull down"
"25866880","9","6","anti bait coimmunoprecipitation"
"25893917","1","2","anti bait coimmunoprecipitation"
"25895060","2","3","anti bait coimmunoprecipitation"
"25896326","1","2","anti tag coimmunoprecipitation"
"25914057","1","1","D electron microscopy"
"25914058","1","1","x ray crystallography"
"25915125","1","2","anti bait coimmunoprecipitation"
"25931448","4","4","anti bait coimmunoprecipitation"
"25938661","6","7","surface plasmon resonance"
"25938662","1","1","classical fluorescence spectroscopy,solid state nmr,transmission electron microscopy"
"25942483","3","4","anti bait coimmunoprecipitation"
"25954010","1","1","fluorescent resonance energy transfer"
"25960406","2","3","anti tag coimmunoprecipitation"
"25960410","2","3","isothermal titration calorimetry"
"25982527","1","2","surface plasmon resonance"
"25985179","1","1","molecular sieving,transmission electron microscopy,x ray crystallography"
"26005835","1","2","anti bait coimmunoprecipitation"
"26005864","1","1","electrophoretic mobility shift assay"
"26022416","5","4","anti bait coimmunoprecipitation"
"26027732","1","1","x ray crystallography"
"26027733","2","3","x ray crystallography"
"26040720","21","16","pull down"
"26051713","1","1","cosedimentation in solution,x ray crystallography"
"26051715","1","1","classical fluorescence spectroscopy,dynamic light scattering,fluorescent resonance energy transfer,isothermal titration calorimetry,microscale thermophoresis,nuclear magnetic resonance"
"26068852","1","2","anti tag coimmunoprecipitation"
"26068854","4","5","pull down"
"26083744","29","16","D electron microscopy,ion exchange chromatography,molecular sieving,pull down"
"26131937","2","3","anti bait coimmunoprecipitation"
"26133670","2","3","pull down,two hybrid"
"26146185","3","2","light scattering,mass spectrometry studies of complexes,molecular sieving"
"26146187","1","1","fluorescent resonance energy transfer"
"26148048","1","1","comigration in sds page,x ray crystallography"
"26158621","2","3","bioluminescence resonance energy transfer"
"26165597","1","2","molecular sieving,nuclear magnetic resonance,static light scattering"
"26167883","23","14","anti tag coimmunoprecipitation"
"26168401","1","2","anti tag coimmunoprecipitation"
"26192331","1","1","x ray crystallography"
"26192437","4","4","anti tag coimmunoprecipitation"
"26206935","1","2","anti tag coimmunoprecipitation"
"26206937","1","2","anti bait coimmunoprecipitation"
"26228159","1","1","anti tag coimmunoprecipitation"
"26235028","1","2","x ray crystallography"
"26235030","2","2","bio layer interferometry,molecular sieving"
"26237645","6","7","anti tag coimmunoprecipitation"
"26256536","2","3","phosphatase assay,protein kinase assay"
"26258632","2","3","anti bait coimmunoprecipitation,pull down"
"26258633","6","5","anti bait coimmunoprecipitation"
"26258637","8","5","pull down"
"26278177","2","3","isothermal titration calorimetry"
"26280335","3","4","D electron microscopy"
"26280536","3","3","anti tag coimmunoprecipitation"
"26280537","2","3","anti bait coimmunoprecipitation"
"26297806","32","21","anti bait coimmunoprecipitation"
"26299944","1","2","ion exchange chromatography,molecular sieving,pull down,x ray crystallography"
"26299948","1","1","molecular sieving,pull down,x ray scattering"
"26302298","2","2","cosedimentation in solution"
"26302407","2","3","anti bait coimmunoprecipitation"
"26302480","2","2","molecular sieving"
"26320582","1","2","surface plasmon resonance"
"26322824","1","1","molecular sieving,x ray crystallography"
"26331536","1","2","anti bait coimmunoprecipitation"
"26344566","2","3","anti tag coimmunoprecipitation"
"26356530","2","3","anti tag coimmunoprecipitation"
"26365803","6","5","microscale thermophoresis"
"26368311","1","2","anti tag coimmunoprecipitation"
"26375003","1","2","protease assay"
"26388029","2","3","anti tag coimmunoprecipitation"
"26389665","2","3","anti tag coimmunoprecipitation"
"26416729","1","1","x ray crystallography"
"26436839","1","1","x ray crystallography"
"26436840","4","3","atomic force microscopy,cosedimentation in solution,fluorescence microscopy,transmission electron microscopy"
"26449471","4","5","anti tag coimmunoprecipitation"
"26455797","1","2","isothermal titration calorimetry,pull down"
"26455799","14","15","tandem affinity purification"
"26466569","1","2","solid phase assay"
"26479318","3","3","anti bait coimmunoprecipitation"
"26494172","2","3","anti tag coimmunoprecipitation"
"26502155","1","2","molecular sieving,x ray crystallography"
"26503038","10","12","anti bait coimmunoprecipitation"
"26524493","2","3","anti tag coimmunoprecipitation,pull down"
"26524528","7","8","anti bait coimmunoprecipitation"
"26542571","1","1","x ray crystallography"
"26551075","4","5","protein kinase assay"
"26551274","5","5","anti tag coimmunoprecipitation"
"26586190","4","3","anti tag coimmunoprecipitation"
"26586761","1","2","surface plasmon resonance"
"26592798","1","2","comigration in non denaturing gel electrophoresis,isothermal titration calorimetry"
"26595381","4","5","anti tag coimmunoprecipitation"
"26602187","1","2","molecular sieving,x ray crystallography"
"26634441","1","2","D electron microscopy,transmission electron microscopy"
"26636256","1","1","cosedimentation in solution,light scattering,molecular sieving,x ray crystallography,x ray scattering"
"26649818","1","2","protein kinase assay"
"26649820","6","6","anti bait coimmunoprecipitation"
"26655473","1","2","surface plasmon resonance"
"26655834","25","11","anti tag coimmunoprecipitation"
"26656091","2","3","nuclear magnetic resonance"
"26659056","21","11","anti bait coimmunoprecipitation"
"26678875","3","3","anti tag coimmunoprecipitation,D electron microscopy,light scattering,molecular sieving,x ray crystallography"
"26700805","9","6","anti bait coimmunoprecipitation"
"26712278","1","1","x ray crystallography"
"26712280","4","5","pull down"
"26727490","2","2","pull down"
"26735904","1","1","classical fluorescence spectroscopy,nuclear magnetic resonance,transmission electron microscopy"
"26751069","6","6","anti tag coimmunoprecipitation"
"26751287","4","6","anti tag coimmunoprecipitation"
"26751641","20","20","pull down"
"26760201","1","2","pull down"
"26774128","1","2","isothermal titration calorimetry"
"26779609","1","2","anti tag coimmunoprecipitation"
"26789245","1","2","cosedimentation in solution,molecular sieving,x ray crystallography"
"26789246","1","2","pull down"
"26789250","1","2","cross linking study"
"26789255","1","2","molecular sieving,pull down,x ray crystallography"
"26807646","7","7","anti tag coimmunoprecipitation"
"26812143","1","1","classical fluorescence spectroscopy"
"26814970","1","2","anti tag coimmunoprecipitation"
"26816381","13","13","anti bait coimmunoprecipitation"
"26822609","1","1","D electron microscopy"
"26828962","9","10","pull down"
"26829474","2","3","anti tag coimmunoprecipitation"
"26853939","1","1","x ray crystallography"
"26886794","9","8","pull down"
"26909574","2","3","x ray crystallography"
"26912361","2","3","x ray crystallography"
"26942442","2","3","anti bait coimmunoprecipitation"
"26950370","2","3","anti bait coimmunoprecipitation"
"26950892","1","2","anti tag coimmunoprecipitation"
"27018801","1","1","solid state nmr,transmission electron microscopy,x ray fiber diffraction"
"27027284","3","4","anti tag coimmunoprecipitation"
"27029275","24","15","D electron microscopy,transmission electron microscopy"
"27042935","1","1","comigration in non denaturing gel electrophoresis,light scattering,molecular sieving,x ray crystallography"
"27043084","4","5","anti bait coimmunoprecipitation"
"27043296","1","2","anti tag coimmunoprecipitation"
"27043298","3","3","molecular sieving,pull down,transmission electron microscopy"
"27065097","4","3","anti tag coimmunoprecipitation"
"27066748","1","1","x ray crystallography,x ray scattering"
"27066749","1","2","methyltransferase assay"
"27088854","1","2","protein kinase assay,pull down"
"27112597","1","1","acetylase assay,x ray crystallography,x ray scattering"
"27120157","14","15","D electron microscopy"
"27144356","1","2","pull down"
"27150042","2","3","molecular sieving,x ray crystallography"
"27193682","46","27","D electron microscopy"
"27281194","1","2","molecular sieving,x ray crystallography,x ray scattering"
"27281218","16","12","anti tag coimmunoprecipitation"
"27309808","2","2","cosedimentation in solution,isothermal titration calorimetry,molecular sieving"
"27309818","1","2","bio layer interferometry"
"27339980","2","3","D electron microscopy,molecular sieving"
"27339988","9","10","tandem affinity purification"
"2922050","1","1","x ray crystallography"
"7596430","1","2","protease assay"
"7617032","1","2","x ray crystallography"
"7630397","1","2","x ray crystallography"
"7680771","3","4","anti bait coimmunoprecipitation"
"7791904","1","2","pull down"
"7816143","1","2","x ray crystallography"
"7854423","3","4","two hybrid"
"7877691","1","2","anti bait coimmunoprecipitation"
"7922031","1","2","x ray crystallography"
"8598903","1","2","x ray crystallography"
"8736558","1","2","solution state nmr"
"9020361","3","3","two hybrid"
"9027312","4","5","anti tag coimmunoprecipitation"
"9168117","1","2","anti bait coimmunoprecipitation,pull down,two hybrid"
"9168119","1","1","protein cross linking with a bifunctional reagent,x ray crystallography"
"9262406","1","2","x ray crystallography"
"9468139","2","3","pull down"
"9468140","2","3","anti bait coimmunoprecipitation,pull down"
"9490418","1","2","pull down"
"14737186","2","3","pull down"
"18077395","3","3","anti bait coimmunoprecipitation"
"18297087","1","1","light scattering,molecular sieving,x ray crystallography"
"19114660","1","2","protein kinase assay,pull down"
"21475196","2","3","molecular sieving,x ray crystallography"
"16715093","1","2","pull down"
"16642000","1","1","mass spectrometry studies of complexes,molecular sieving,transmission electron microscopy,x ray crystallography"
"16906159","2","3","cosedimentation in solution,isothermal titration calorimetry"
"19933325","1","2","anti bait coimmunoprecipitation"
"25156257","1","2","bio layer interferometry"
"20543829","13","12","anti bait coimmunoprecipitation"
"25657003","11","6","bimolecular fluorescence complementation"
"25593058","71","72","anti bait coimmunoprecipitation"
"28777577","112","113","anti bait coimmunoprecipitation"
"26966684","29","30","pull down"
"25107275","137","138","anti tag coimmunoprecipitation"
"28685972","1","2","affinity technology"
"22644376","3","3","anti tag coimmunoprecipitation"
"25464930","52","53","two hybrid"
"22570112","11","12","two hybrid"
"19945174","4","5","gal vp complementation,two hybrid"
"11142386","1","2","two hybrid"
"19696025","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,confocal microscopy,cosedimentation through density gradient"
"23219802","41","20","cross linking study"
"26079538","2","3","two hybrid"
"26647308","2","2","bioluminescence resonance energy transfer"
"25902260","5","6","two hybrid"
"21567072","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,confocal microscopy,pull down,two hybrid"
"23417675","3","4","isothermal titration calorimetry"
"20587542","7","5","surface plasmon resonance"
"28813410","4","4","anti bait coimmunoprecipitation"
"26721881","2","2","confocal microscopy"
"22872700","3","4","anti tag coimmunoprecipitation"
"25232744","4","4","bioluminescence resonance energy transfer"
"24893771","2","2","bioluminescence resonance energy transfer"
"19012874","1","2","anti tag coimmunoprecipitation,confocal microscopy"
"27913189","2","3","anti bait coimmunoprecipitation"
"25795779","6","3","fluorescent resonance energy transfer"
"25009770","10","9","enzyme linked immunosorbent assay"
"10397731","3","3","anti bait coimmunoprecipitation"
"19710015","47","47","tandem affinity purification"
"20040599","1","2","chromatin immunoprecipitation assay"
"20926688","402","401","anti tag coimmunoprecipitation"
"27334615","4","5","anti tag coimmunoprecipitation"
"29534157","7","8","two hybrid"
"28381538","216","44","filter binding"
"29101316","2","3","cross linking study"
"26593251","5","5","coimmunoprecipitation"
"15192089","1","2","anti bait coimmunoprecipitation"
"27829229","1","2","coimmunoprecipitation"
"22984505","1","2","anti bait coimmunoprecipitation"
"28160558","4","4","anti bait coimmunoprecipitation"
"29298432","147","148","anti tag coimmunoprecipitation"
"25502805","56","78","two hybrid array"
"22057045","60","58","pull down"
"29021621","194","194","anti tag coimmunoprecipitation"
"23604122","2","3","confocal microscopy"
"28468127","1","2","anti bait coimmunoprecipitation"
"29234281","1","2","anti bait coimmunoprecipitation"
"29232376","4","5","confocal microscopy"
"29190904","1","2","anti bait coimmunoprecipitation"
"29187402","3","4","ubiquitinase assay"
"24338975","7","8","anti tag coimmunoprecipitation"
"22164301","2","3","anti tag coimmunoprecipitation,fluorescence microscopy"
"22364545","1","2","split firefly luciferase complementation"
"19917778","1","2","anti bait coimmunoprecipitation"
"25659151","1","2","anti tag coimmunoprecipitation,split firefly luciferase complementation"
"26431330","2","3","anti bait coimmunoprecipitation"
"27373337","1","2","methyltransferase radiometric assay"
"26259872","30","31","pull down"
"11956294","1","2","enzyme linked immunosorbent assay"
"27135603","12","13","anti bait coimmunoprecipitation"
"26666268","4","4","anti bait coimmunoprecipitation,blue native page"
"23589040","1","2","anti bait coimmunoprecipitation"
"24498420","30","29","anti tag coimmunoprecipitation"
"23246379","2","3","anti bait coimmunoprecipitation"
"29187380","131","130","tandem affinity purification"
"20179161","2","3","anti tag coimmunoprecipitation"
"29340707","5","4","protein kinase assay"
"26822058","1","2","enzyme linked immunosorbent assay,surface plasmon resonance"
"21957439","1","2","anti bait coimmunoprecipitation"
"23799914","1","2","anti bait coimmunoprecipitation"
"27626412","2","3","anti bait coimmunoprecipitation"
"28176834","1","2","footprinting,molecular sieving,pull down,x ray crystallography"
"28420882","10","6","anti bait coimmunoprecipitation"
"18641334","3","4","anti bait coimmunoprecipitation"
"16951355","2","2","cross linking study"
"19142223","6","7","pull down"
"26188084","4","4","anti tag coimmunoprecipitation"
"28098230","1","2","x ray crystallography"
"22363791","4","4","anti bait coimmunoprecipitation"
"23274085","5","5","anti tag coimmunoprecipitation"
"28199315","38","14","anti tag coimmunoprecipitation"
"25263562","19","12","anti tag coimmunoprecipitation"
"27402533","1","2","x ray crystallography"
"22334708","21","10","anti tag coimmunoprecipitation"
"29294217","1","2","anti tag coimmunoprecipitation"
"22829078","1","2","two hybrid"
"26700459","1","2","chromatin immunoprecipitation assay"
"18394995","2","3","enzymatic study"
"22167190","5","6","pull down"
"17274953","3","4","anti tag coimmunoprecipitation,enzymatic study"
"18765789","27","15","tandem affinity purification"
"30886144","191","139","two hybrid array"
"10811835","3","4","confocal microscopy"
"27109047","1","2","anti tag coimmunoprecipitation,pull down"
"25888394","1","2","surface plasmon resonance"
"29568061","5700","2239","proximity dependent biotin identification"
"29426014","500","419","anti tag coimmunoprecipitation"
"20526328","1","2","anti tag coimmunoprecipitation"
"22792074","2","3","anti bait coimmunoprecipitation"
"28179136","6","6","pull down"
"25753662","4","5","anti tag coimmunoprecipitation"
"27593931","3","3","anti bait coimmunoprecipitation"
"26763441","1","2","anti bait coimmunoprecipitation"
"25970784","1","2","anti bait coimmunoprecipitation"
"29150600","6","6","enzyme linked immunosorbent assay"
"25187624","38","18","enzyme linked immunosorbent assay"
"17040905","2","3","anti tag coimmunoprecipitation"
"15728506","6","6","anti tag coimmunoprecipitation"
"23155421","17","11","tox r dimerization assay"
"18624290","3","5","fluorescence activated cell sorting"
"29410696","3","4","two hybrid"
"28977666","35","19","anti tag coimmunoprecipitation"
"22442688","3","4","pull down"
"20035625","2","3","anti bait coimmunoprecipitation"
"21826244","2","3","two hybrid"
"18281698","26","26","tandem affinity purification"
"18824549","1","2","anti bait coimmunoprecipitation"
"26575790","3","4","anti bait coimmunoprecipitation"
"21311754","30","31","two hybrid"
"28838205","16","17","two hybrid array"
"21602804","1","2","anti bait coimmunoprecipitation"
"18441008","2","3","gal vp complementation"
"12522104","4","5","two hybrid"
"18063693","15","10","sumoylase assay"
"15337744","2","3","fluorescence polarization spectroscopy"
"17693435","1","2","pull down"
"29128334","1964","776","cross linking study"
"21953450","1","2","anti tag coimmunoprecipitation"
"29427412","3","4","anti bait coimmunoprecipitation"
"12509223","3","5","anti bait coimmunoprecipitation"
"25785436","3","4","anti bait coimmunoprecipitation"
"10428856","3","4","surface plasmon resonance"
"18559666","8","7","fluorescent resonance energy transfer"
"unassigned1673","9","10","anti tag coimmunoprecipitation"
"16282588","3","3","pull down"
"18320024","3","4","anti bait coimmunoprecipitation,lexa b complementation"
"29251827","58","60","anti bait coimmunoprecipitation"
"29656893","683","513","proximity dependent biotin identification"
"17229699","2","3","enzyme linked immunosorbent assay,fluorescence activated cell sorting,solid phase assay"
"29540185","4","5","coimmunoprecipitation"
"29455656","1","2","anti bait coimmunoprecipitation"
"27629921","5","4","anti bait coimmunoprecipitation"
"17629515","2","3","solid phase assay"
"29361949","2","3","anti bait coimmunoprecipitation"
"17920186","1","2","anti tag coimmunoprecipitation,confocal microscopy"
"19755138","1","2","fluorescent resonance energy transfer"
"20353938","2","3","anti tag coimmunoprecipitation"
"23972995","2","3","anti bait coimmunoprecipitation"
"17913746","4","5","two hybrid"
"26621918","6","6","myristoylase assay"
"23150525","3","4","cleavage assay"
"28471448","1","2","anti bait coimmunoprecipitation"
"20519495","4","4","x ray crystallography"
"26949251","406","407","anti tag coimmunoprecipitation"
"21829704","9","7","anti tag coimmunoprecipitation"
"20406461","3","4","anti tag coimmunoprecipitation"
"19095693","2","3","anti bait coimmunoprecipitation"
"20565848","2","3","anti tag coimmunoprecipitation,pull down"
"29513927","246","190","protein array"
"21858081","1","2","anti bait coimmunoprecipitation"
"29748286","2","3","bio layer interferometry,pull down"
"29789392","13","14","anti tag coimmunoprecipitation"
"18826941","1","2","anti tag coimmunoprecipitation,glycosylase assay"
"27499296","2267","528","anti tag coimmunoprecipitation"
"20972224","1","2","anti bait coimmunoprecipitation"
"18003659","3","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,gal vp complementation"
"29217581","1","1","D electron microscopy"
"29507755","655","452","anti tag coimmunoprecipitation"
"30177828","26","26","anti tag coimmunoprecipitation"
"29599245","4","5","D electron microscopy,molecular sieving"
"30108113","229","199","proximity dependent biotin identification"
"28298427","994","696","ubiquitin reconstruction"
"18660514","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"21750715","9","10","pull down,two hybrid"
"28396433","4","5","anti tag coimmunoprecipitation"
"21858095","77","77","anti tag coimmunoprecipitation"
"21629692","2","3","pull down"
"20660480","2","3","chromatin immunoprecipitation assay"
"29348366","5","6","D electron microscopy"
"29302006","2","2","cosedimentation in solution"
"20207734","2","3","cleavage assay,surface plasmon resonance"
"26382858","122","108","pull down"
"29849149","1","2","anti bait coimmunoprecipitation"
"28086240","12","13","protein array"
"27621415","1","2","anti bait coimmunoprecipitation,confocal microscopy"
"27782195","1","2","anti bait coimmunoprecipitation"
"25798074","508","508","anti tag coimmunoprecipitation"
"28902841","1","2","anti bait coimmunoprecipitation"
"12486131","2","2","two hybrid"
"15302918","1","2","gal vp complementation"
"30126976","136","87","p filamentous phage display"
"29420262","25","26","anti tag coimmunoprecipitation"
"29720657","1","2","D electron microscopy,molecular sieving"
"28424515","1","1","x ray crystallography"
"29925945","3","4","D electron microscopy,molecular sieving"
"30069048","1","1","D electron microscopy"
"29899455","2","3","D electron microscopy"
"29925951","3","4","D electron microscopy"
"29995857","1","1","cross linking study"
"29997244","148","205","bioluminescence resonance energy transfer"
"29330193","1","1","comigration in sds page,molecular sieving,static light scattering"
"23222540","2","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"10078529","1","2","x ray crystallography"
"28554189","1","1","comigration in sds page,D electron microscopy"
"23286197","3","2","molecular sieving"
"29954986","1","2","pull down"
"21078983","1","2","anti bait coimmunoprecipitation"
"29899443","2","2","D electron microscopy"
"11034202","1","1","electron diffraction"
"29899447","2","2","molecular sieving"
"28869966","1","2","x ray crystallography"
"30093605","1","2","anti tag coimmunoprecipitation,D electron microscopy,molecular sieving,pull down"
"29643506","8","9","D electron microscopy"
"27462807","5","4","bio layer interferometry"
"24463511","91","48","tandem affinity purification"
"29973720","10","6","molecular sieving"
"29950725","2","3","D electron microscopy,molecular sieving"
"28614305","1","2","anti bait coimmunoprecipitation"
"28777872","1","2","pull down"
"30139844","1","2","anti bait coimmunoprecipitation,proximity ligation assay"
"30082873","11","12","surface plasmon resonance array"
"27509861","16","17","molecular sieving"
"29774127","11","8","anti tag coimmunoprecipitation"
"29146910","1","2","anti bait coimmunoprecipitation,proximity ligation assay"
"23804756","6","6","pull down"
"30561431","560","316","virotrap"
"30914516","33","33","cross linking study"
"24501689","2","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"30158706","1","1","D electron microscopy"
"30158707","1","2","anti bait coimmunoprecipitation"
"25533956","2","3","two hybrid"
"29144123","2","3","nuclear magnetic resonance"
"26402096","91","92","anti bait coimmunoprecipitation"
"28966017","1","2","confocal microscopy,isothermal titration calorimetry,molecular sieving,x ray crystallography"
"29661938","1","1","molecular sieving"
"24879152","6","7","pull down"
"29764935","5","5","nuclear magnetic resonance"
"21951318","28","28","anti tag coimmunoprecipitation"
"30017192","2","3","protein kinase assay"
"26395440","1","2","pull down"
"27180358","38","37","ubiquitin reconstruction"
"21646356","1","2","protease assay"
"29039417","6","7","two hybrid"
"29735542","1","2","anti bait coimmunoprecipitation"
"26960425","10","11","anti tag coimmunoprecipitation,two hybrid"
"30209400","5","6","D electron microscopy,molecular sieving"
"26045787","7","8","two hybrid"
"30213975","1","2","bio layer interferometry"
"26348909","3","4","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"21931826","1","2","anti tag coimmunoprecipitation"
"21455491","5","6","anti bait coimmunoprecipitation"
"21072212","4","5","anti bait coimmunoprecipitation"
"29578633","6","6","fluorescence polarization spectroscopy"
"29611543","2","3","anti bait coimmunoprecipitation"
"30190309","1","2","D electron microscopy,molecular sieving"
"16174740","1","2","confocal microscopy,cross linking study,surface plasmon resonance"
"15862129","1","2","pull down"
"20980406","2","3","anti bait coimmunoprecipitation,two hybrid"
"28065597","324","99","ubiquitin reconstruction"
"28750690","4","4","solid phase assay"
"26269332","417","418","anti tag coimmunoprecipitation"
"30139912","1","2","D electron microscopy"
"30337686","3","4","anti bait coimmunoprecipitation"
"19503796","2","2","anti tag coimmunoprecipitation"
"28650319","164","163","affinity chromatography technology"
"27733149","1","2","anti bait coimmunoprecipitation"
"30184438","3","3","enzyme linked immunosorbent assay"
"21357749","1","2","anti bait coimmunoprecipitation"
"28282805","2","2","aggregation assay"
"28575131","4","5","comigration in non denaturing gel electrophoresis"
"20729554","1","2","surface plasmon resonance"
"30086173","1","2","anti bait coimmunoprecipitation"
"29990310","2","3","surface plasmon resonance,thermal shift binding,transmission electron microscopy"
"29507146","1","2","anti bait coimmunoprecipitation"
"29844572","2","3","anti bait coimmunoprecipitation"
"28755476","1","2","nuclear magnetic resonance"
"29636414","2","3","anti tag coimmunoprecipitation"
"21339331","5","6","tandem affinity purification"
"30021884","4838","3663","cross linking study"
"29950492","38","39","anti tag coimmunoprecipitation"
"30058071","2","3","nuclear magnetic resonance"
"30455429","1","2","anti tag coimmunoprecipitation"
"21876773","23","24","anti bait coimmunoprecipitation"
"28501620","1","2","enzyme linked immunosorbent assay"
"28490631","1","2","cross linking study,fluorescence microscopy,Split renilla luciferase complementation"
"30462309","2","3","isothermal titration calorimetry,pull down,x ray crystallography"
"28579431","1","2","anti tag coimmunoprecipitation"
"23805218","3","4","anti tag coimmunoprecipitation"
"29100370","249","229","anti tag coimmunoprecipitation"
"25702638","319","311","anti bait coimmunoprecipitation"
"27607350","94","95","anti bait coimmunoprecipitation"
"25281560","811","635","proximity dependent biotin identification"
"29423001","2","3","anti bait coimmunoprecipitation"
"12904255","1","2","pull down"
"26686862","183","84","anti tag coimmunoprecipitation"
"23091066","16","11","anti bait coimmunoprecipitation"
"16965550","5","6","anti tag coimmunoprecipitation"
"20354142","16","17","cross linking study"
"10677483","1","2","confocal microscopy,protease assay"
"15522881","1","1","comigration in gel electrophoresis"
"29966762","1","2","pull down"
"30405246","1","1","x ray crystallography"
"24216507","2","3","anti bait coimmunoprecipitation"
"27671864","2","2","enzyme linked immunosorbent assay"
"26840340","4","4","aggregation assay"
"28483977","1","2","anti tag coimmunoprecipitation,pull down"
"30467180","1","1","D electron microscopy"
"31046837","1037","1038","anti tag coimmunoprecipitation"
"17158164","5","6","anti tag coimmunoprecipitation"
"19145258","4","5","two hybrid"
"18560563","2","3","pull down"
"30518913","1","2","anti tag coimmunoprecipitation"
"29125462","26","25","anti tag coimmunoprecipitation"
"29531287","1","1","D electron microscopy,x ray crystallography"
"22133804","2","2","anti tag coimmunoprecipitation"
"30455686","4","4","anti bait coimmunoprecipitation"
"23701002","1","2","anti bait coimmunoprecipitation"
"16027166","1","2","anti tag coimmunoprecipitation"
"24879834","4","5","anti tag coimmunoprecipitation"
"27941862","1","1","D electron microscopy"
"27991902","1","1","x ray crystallography"
"18034774","5","3","two hybrid"
"23152885","1","2","fluorescence microscopy"
"27731383","4","4","fluorescence microscopy"
"15130468","1","1","cosedimentation in solution,x ray crystallography"
"20798282","6","4","anti bait coimmunoprecipitation"
"20030366","4","4","nuclear magnetic resonance,pull down"
"28671123","13","14","anti bait coimmunoprecipitation"
"30542158","1","2","D electron microscopy"
"29323271","1","2","D electron microscopy"
"29040270","6","5","isothermal titration calorimetry,molecular sieving"
"29791485","324","325","affinity chromatography technology"
"25925696","2","2","x ray crystallography"
"15214843","6","3","two hybrid"
"29143175","1","2","cosedimentation through density gradient,pull down"
