"bait_uniprot","bait_symbol","bait_usage","degree_bait","normaliz_bait","degree","normaliz_degree"
"Q9Y6N9","USH1C",8,18,2.25,37,4.625
"Q15013","MAD2L1BP",8,17,2.125,37,4.625
"Q7Z434","MAVS",28,32,1.14285714285714,129,4.60714285714286
"O60663","LMX1B",5,16,3.2,23,4.6
"P32239","CCKBR",5,14,2.8,23,4.6
"P04198","MYCN",10,13,1.3,46,4.6
"Q9UIF8","BAZ2B",5,11,2.2,23,4.6
"Q9Y4X0","AMMECR1",5,20,4,23,4.6
"Q14849","STARD3",5,6,1.2,23,4.6
"Q07812","BAX",24,37,1.54166666666667,110,4.58333333333333
"O94921","CDK14",7,17,2.42857142857143,32,4.57142857142857
"Q07817","BCL2L1",41,63,1.53658536585366,187,4.5609756097561
"O60516","EIF4EBP3",2,2,1,9,4.5
"Q9NS37","CREBZF",6,9,1.5,27,4.5
"Q13794","PMAIP1",4,6,1.5,18,4.5
"Q99719","SEPTIN5",8,15,1.875,36,4.5
"P05937","CALB1",2,2,1,9,4.5
"P31995","FCGR2C",2,7,3.5,9,4.5
"Q9NQ76","MEPE",4,14,3.5,18,4.5
"Q8TE68","EPS8L1",4,4,1,18,4.5
"Q6ISU1","PTCRA",2,4,2,9,4.5
"P15514","AREG",4,7,1.75,18,4.5
"Q13253","NOG",2,2,1,9,4.5
"P49767","VEGFC",2,2,1,9,4.5
"O15266","SHOX",2,5,2.5,9,4.5
"Q9NXW9","ALKBH4",4,18,4.5,18,4.5
"Q9UGQ2","CACFD1",2,1,0.5,9,4.5
"Q96AP7","ESAM",2,6,3,9,4.5
"Q9H0F7","ARL6",4,7,1.75,18,4.5
"Q9NPP4","NLRC4",4,6,1.5,18,4.5
"Q16671","AMHR2",2,3,1.5,9,4.5
"P20594","NPR2",2,2,1,9,4.5
"Q14106","TOB2",4,6,1.5,18,4.5
"P46089","GPR3",2,5,2.5,9,4.5
"Q96KN1","LRATD2",4,6,1.5,18,4.5
"Q6ZN16","MAP3K15",2,2,1,9,4.5
"O75638","CTAG2",2,6,3,9,4.5
"Q06520","SULT2A1",2,2,1,9,4.5
"Q07654","TFF3",2,3,1.5,9,4.5
"Q08493","PDE4C",2,7,3.5,9,4.5
"Q15777","MPPED2",4,12,3,18,4.5
"Q17RB0","RTL8B",2,6,3,9,4.5
"Q86X59",NA,2,2,1,9,4.5
"Q8NCX0","CCDC150",2,2,1,9,4.5
"Q9BR84","ZNF559",2,5,2.5,9,4.5
"Q9UIE0","ZNF230",2,8,4,9,4.5
"O95561","C1orf105",2,3,1.5,9,4.5
"Q15772","SPEG",2,3,1.5,9,4.5
"Q3ZCW2","LGALSL",2,3,1.5,9,4.5
"Q9NQW5","PRDM7",2,8,4,9,4.5
"Q93099","HGD",2,2,1,9,4.5
"Q9Y5C1","ANGPTL3",2,5,2.5,9,4.5
"Q96E93","KLRG1",2,6,3,9,4.5
"Q9H172","ABCG4",2,7,3.5,9,4.5
"Q5XKK7","FAM219B",2,8,4,9,4.5
"Q96RD9","FCRL5",2,9,4.5,9,4.5
"Q6UXE8","BTNL3",2,9,4.5,9,4.5
"O75144","ICOSLG",2,7,3.5,9,4.5
"Q8N0V5","GCNT2",2,8,4,9,4.5
"O60575","SPINK4",2,9,4.5,9,4.5
"Q92562","FIG4",2,3,1.5,9,4.5
"Q96NN9","AIFM3",2,5,2.5,9,4.5
"O95455","TGDS",2,6,3,9,4.5
"Q7Z6Z6","PNPLA5",2,9,4.5,9,4.5
"Q2M3D2",NA,2,7,3.5,9,4.5
"P01588","EPO",2,2,1,9,4.5
"Q9HCS2","CYP4F12",2,3,1.5,9,4.5
"P01282","VIP",4,8,2,18,4.5
"Q99424","ACOX2",2,3,1.5,9,4.5
"Q0VDI3","TMEM267",2,7,3.5,9,4.5
"O43313","ATMIN",2,3,1.5,9,4.5
"P30408","TM4SF1",2,4,2,9,4.5
"Q86WV5","TEN1",4,2,0.5,18,4.5
"Q9BR61","ACBD6",2,5,2.5,9,4.5
"Q03591","CFHR1",4,11,2.75,18,4.5
"A8K4G0","CD300LB",2,5,2.5,9,4.5
"Q14442","PIGH",2,2,1,9,4.5
"Q9GZU1","MCOLN1",2,3,1.5,9,4.5
"Q9H6E4","CCDC134",2,2,1,9,4.5
"Q02577","NHLH2",2,6,3,9,4.5
"P10176","COX8A",2,4,2,9,4.5
"Q9NUK0","MBNL3",2,2,1,9,4.5
"Q9NVM1","EVA1B",2,3,1.5,9,4.5
"P49281","SLC11A2",2,4,2,9,4.5
"O43320","FGF16",2,7,3.5,9,4.5
"Q6ZMD2","SPNS3",2,2,1,9,4.5
"Q9GZV1","ANKRD2",2,2,1,9,4.5
"Q4FZB7","KMT5B",2,2,1,9,4.5
"Q9H477","RBKS",2,3,1.5,9,4.5
"O95185","UNC5C",2,2,1,9,4.5
"Q8NDB2","BANK1",2,2,1,9,4.5
"O60238","BNIP3L",11,20,1.81818181818182,49,4.45454545454545
"Q99836","MYD88",20,16,0.8,89,4.45
"Q9BZW8","CD244",9,31,3.44444444444444,40,4.44444444444444
"Q9UNA4","POLI",7,10,1.42857142857143,31,4.42857142857143
"Q8NCD3","HJURP",7,13,1.85714285714286,31,4.42857142857143
"Q96RI1","NR1H4",7,8,1.14285714285714,31,4.42857142857143
"O95999","BCL10",19,28,1.47368421052632,84,4.42105263157895
"P48551","IFNAR2",5,9,1.8,22,4.4
"P80098","CCL7",5,6,1.2,22,4.4
"P20138","CD33",8,15,1.875,35,4.375
"Q9BXC9","BBS2",11,30,2.72727272727273,48,4.36363636363636
"Q13563","PKD2",11,14,1.27272727272727,48,4.36363636363636
"P0CG48","UBC",42,54,1.28571428571429,183,4.35714285714286
"Q13094","LCP2",15,22,1.46666666666667,65,4.33333333333333
"P50053","KHK",6,8,1.33333333333333,26,4.33333333333333
"Q9Y2Y9","KLF13",3,4,1.33333333333333,13,4.33333333333333
"P78552","IL13RA1",3,4,1.33333333333333,13,4.33333333333333
"P02749","APOH",6,8,1.33333333333333,26,4.33333333333333
"Q6NSI4","RADX",3,4,1.33333333333333,13,4.33333333333333
"P09093","CELA3A",3,13,4.33333333333333,13,4.33333333333333
"Q9BZ67","FRMD8",3,8,2.66666666666667,13,4.33333333333333
"Q7L622","G2E3",3,3,1,13,4.33333333333333
"Q8N239","KLHL34",3,11,3.66666666666667,13,4.33333333333333
"P85298","ARHGAP8",3,6,2,13,4.33333333333333
"Q08E93",NA,3,7,2.33333333333333,13,4.33333333333333
"Q6NX49","ZNF544",3,7,2.33333333333333,13,4.33333333333333
"Q969K4","ABTB1",3,6,2,13,4.33333333333333
"Q96DN0","ERP27",3,7,2.33333333333333,13,4.33333333333333
"Q96PB7","OLFM3",3,10,3.33333333333333,13,4.33333333333333
"Q9NZD4","AHSP",3,6,2,13,4.33333333333333
"Q8NCR3","C11orf65",3,4,1.33333333333333,13,4.33333333333333
"O95154","AKR7A3",3,9,3,13,4.33333333333333
"Q96HQ2","CDKN2AIPNL",3,11,3.66666666666667,13,4.33333333333333
"Q9Y6X3","MAU2",3,5,1.66666666666667,13,4.33333333333333
"O75022","LOC102725035",3,13,4.33333333333333,13,4.33333333333333
"Q9GZN7","ROGDI",3,10,3.33333333333333,13,4.33333333333333
"Q8IW36","ZNF695",3,12,4,13,4.33333333333333
"Q8TCD6","PHOSPHO2",3,10,3.33333333333333,13,4.33333333333333
"P21695","GPD1",3,5,1.66666666666667,13,4.33333333333333
"Q8N884","CGAS",3,6,2,13,4.33333333333333
"Q96T21","SECISBP2",3,3,1,13,4.33333333333333
"P60059","SEC61G",3,9,3,13,4.33333333333333
"P10415","BCL2",31,31,1,134,4.32258064516129
"O00206","TLR4",14,16,1.14285714285714,60,4.28571428571429
"P29274","ADORA2A",7,15,2.14285714285714,30,4.28571428571429
"Q6ZNE5","ATG14",7,15,2.14285714285714,30,4.28571428571429
"Q9P1W9","PIM2",7,19,2.71428571428571,30,4.28571428571429
"Q92968","PEX13",4,4,1,17,4.25
"O14836","TNFRSF13B",8,33,4.125,34,4.25
"P52657","GTF2A2",4,5,1.25,17,4.25
"Q9Y283","INVS",4,7,1.75,17,4.25
"Q15173","PPP2R5B",4,5,1.25,17,4.25
"Q6ZW61","BBS12",4,10,2.5,17,4.25
"P09871","C1S",4,5,1.25,17,4.25
"Q15582","TGFBI",4,4,1,17,4.25
"Q2M2Z5","KIZ",4,7,1.75,17,4.25
"Q9BUV0","RSRP1",4,13,3.25,17,4.25
"P36955","SERPINF1",4,7,1.75,17,4.25
"P51513","NOVA1",4,4,1,17,4.25
"P17927","CR1",4,5,1.25,17,4.25
"O15553","MEFV",5,5,1,21,4.2
"P51587","BRCA2",25,23,0.92,105,4.2
"O43516","WIPF1",10,12,1.2,42,4.2
"Q8NG66","NEK11",5,16,3.2,21,4.2
"P52757","CHN2",5,11,2.2,21,4.2
"Q96BQ3","TRIM43",5,13,2.6,21,4.2
"Q96RK4","BBS4",12,32,2.66666666666667,50,4.16666666666667
"P10124","SRGN",6,13,2.16666666666667,25,4.16666666666667
"P17693","HLA-G",6,10,1.66666666666667,25,4.16666666666667
"Q15131","CDK10",8,23,2.875,33,4.125
"Q7Z2E3","APTX",9,21,2.33333333333333,37,4.11111111111111
"O60880","SH2D1A",10,23,2.3,41,4.1
"O75581","LRP6",17,21,1.23529411764706,69,4.05882352941176
"Q9NPJ4","PNRC2",7,13,1.85714285714286,28,4
"Q16832","DDR2",5,6,1.2,20,4
"O95670","ATP6V1G2",2,2,1,8,4
"P08588","ADRB1",5,7,1.4,20,4
"Q9H9A7","RMI1",7,7,1,28,4
"P25092","GUCY2C",1,2,2,4,4
"P40879","SLC26A3",1,1,1,4,4
"Q9UJT9","FBXL7",3,4,1.33333333333333,12,4
"Q9NQZ3","DAZ1",3,9,3,12,4
"Q6UWZ7","ABRAXAS1",4,9,2.25,16,4
"P98168","ZXDA",1,4,4,4,4
"P01258","CALCA",1,2,2,4,4
"Q9UBM4","OPTC",1,1,1,4,4
"Q8IVH8","MAP4K3",6,11,1.83333333333333,24,4
"P01178","OXT",3,7,2.33333333333333,12,4
"Q96S96","PEBP4",1,3,3,4,4
"Q9HB09","BCL2L12",3,6,2,12,4
"Q9H0R5","GBP3",2,3,1.5,8,4
"Q86TA1","MOB3B",2,2,1,8,4
"P14222","PRF1",3,5,1.66666666666667,12,4
"O75143","ATG13",8,13,1.625,32,4
"Q96SK3","ZNF607",2,3,1.5,8,4
"Q15238","PSG5",1,1,1,4,4
"P29762","CRABP1",2,2,1,8,4
"P01344","IGF2",6,9,1.5,24,4
"Q9NW61","PLEKHJ1",4,6,1.5,16,4
"Q9ULQ1","TPCN1",3,5,1.66666666666667,12,4
"Q19AV6","ZSWIM7",2,2,1,8,4
"Q6NVH7","SWSAP1",3,10,3.33333333333333,12,4
"O14896","IRF6",2,6,3,8,4
"P25063","CD24",1,1,1,4,4
"Q8WZ60","KLHL6",4,8,2,16,4
"Q02080","BORCS8-MEF2B",3,6,2,12,4
"P21452","TACR2",1,1,1,4,4
"P29371","TACR3",1,1,1,4,4
"Q6IMN6","CAPRIN2",2,2,1,8,4
"Q8N944","AMER3",1,3,3,4,4
"Q5SW96","LDLRAP1",6,16,2.66666666666667,24,4
"O60687","SRPX2",1,1,1,4,4
"Q8N841","TTLL6",1,1,1,4,4
"Q8N0T1","RBIS",1,1,1,4,4
"Q9C0H6","KLHL4",1,2,2,4,4
"Q9BYE9","CDHR2",2,3,1.5,8,4
"Q6PIF6","MYO7B",1,3,3,4,4
"Q9BRG2","SH2D3A",3,3,1,12,4
"Q08116","RGS1",3,6,2,12,4
"A2RRD8","ZNF320",1,2,2,4,4
"A6NJB7","PRR19",2,8,4,8,4
"O60242","ADGRB3",2,4,2,8,4
"O95954","FTCD",2,3,1.5,8,4
"P09681","GIP",3,8,2.66666666666667,12,4
"P51164","ATP4B",2,3,1.5,8,4
"Q12901","ZNF155",2,6,3,8,4
"Q15506","SPA17",4,5,1.25,16,4
"Q15937","ZNF79",2,5,2.5,8,4
"Q3B8N2","LGALS9B",3,4,1.33333333333333,12,4
"Q569H4","PRR16",3,2,0.666666666666667,12,4
"Q6P1M9","ARMCX5",2,1,0.5,8,4
"Q7L945","ZNF627",2,2,1,8,4
"Q86TG1","TMEM150A",3,10,3.33333333333333,12,4
"Q86WQ0","NR2C2AP",3,7,2.33333333333333,12,4
"Q86WZ6","ZNF227",3,3,1,12,4
"Q8IYY4","DZIP1L",3,7,2.33333333333333,12,4
"Q8IZ57","NRSN1",2,7,3.5,8,4
"Q8N8G2","VGLL2",1,1,1,4,4
"Q8NEY3","SPATA4",1,1,1,4,4
"Q8TAI1",NA,2,8,4,8,4
"Q96C74","ROPN1L",3,5,1.66666666666667,12,4
"Q96EK9","KTI12",1,1,1,4,4
"Q96FE7","PIK3IP1",2,3,1.5,8,4
"Q96H72","SLC39A13",2,4,2,8,4
"Q9BQI9","NRIP2",2,2,1,8,4
"Q9NQ35","NRIP3",3,3,1,12,4
"Q9NZD2","GLTP",2,5,2.5,8,4
"Q9P291","ARMCX1",2,5,2.5,8,4
"Q9P2Z0","THAP10",4,10,2.5,16,4
"P08294","SOD3",2,6,3,8,4
"Q6PGQ1","DRICH1",2,5,2.5,8,4
"O15195","VILL",2,4,2,8,4
"P56730","PRSS12",1,3,3,4,4
"Q9BWT6","MND1",2,5,2.5,8,4
"P29460","IL12B",3,4,1.33333333333333,12,4
"Q8IU80","TMPRSS6",2,1,0.5,8,4
"O75445","USH2A",2,2,1,8,4
"P22003","BMP5",2,4,2,8,4
"Q9UBW5","BIN2",2,2,1,8,4
"Q5HYK9","ZNF667",1,1,1,4,4
"Q8TBF2","PRXL2B",2,6,3,8,4
"O95237","LRAT",2,4,2,8,4
"A6NHJ4","ZNF860",1,2,2,4,4
"Q01432","AMPD3",2,3,1.5,8,4
"Q9Y426","C2CD2",1,4,4,4,4
"Q86XD8","ZFAND4",1,2,2,4,4
"Q8WWN9","IPCEF1",2,6,3,8,4
"P02750","LRG1",2,5,2.5,8,4
"O94907","DKK1",4,8,2,16,4
"Q9NWW0","HCFC1R1",1,2,2,4,4
"Q00G26","PLIN5",2,4,2,8,4
"Q9H2M3","BHMT2",1,2,2,4,4
"O95389","CCN6",1,4,4,4,4
"Q9NR23","GDF3",1,3,3,4,4
"Q92781","RDH5",1,3,3,4,4
"Q2M243","CCDC27",2,6,3,8,4
"P58005","SESN3",2,4,2,8,4
"Q8TDU9","RXFP4",3,10,3.33333333333333,12,4
"Q0VFZ6","CFAP210",1,4,4,4,4
"P07360","C8G",2,5,2.5,8,4
"Q8NHS2","GOT1L1",1,3,3,4,4
"Q9NXT0","ZNF586",1,2,2,4,4
"Q9UBR5","CKLF",1,2,2,4,4
"A6NHC0","CAPN8",1,4,4,4,4
"Q96MS3","GLT1D1",1,3,3,4,4
"Q8NCI6","GLB1L3",1,3,3,4,4
"O95925","EPPIN",1,2,2,4,4
"Q9NUD7","C20orf96",1,2,2,4,4
"Q9BWP8","COLEC11",4,11,2.75,16,4
"Q0VG99","MESP2",1,3,3,4,4
"P08048","ZFY",2,4,2,8,4
"Q9Y2T6","GPR55",1,2,2,4,4
"Q3KP22","MAJIN",2,3,1.5,8,4
"Q9NZM6","PKD2L2",1,4,4,4,4
"Q8N7X2","STPG3",1,3,3,4,4
"Q96BY6","DOCK10",3,3,1,12,4
"Q9BUA6","MYL10",1,2,2,4,4
"Q96J86","CYYR1",1,2,2,4,4
"Q7RTX9","SLC16A14",1,2,2,4,4
"Q96E14","RMI2",4,3,0.75,16,4
"Q6UWM9","UGT2A3",1,3,3,4,4
"Q9UMR3","TBX20",2,3,1.5,8,4
"Q05901","CHRNB3",1,2,2,4,4
"O95567","C22orf31",1,3,3,4,4
"A8K979","ERI2",1,2,2,4,4
"Q9UNP4","ST3GAL5",1,2,2,4,4
"Q9NTI7","INKA2",1,4,4,4,4
"Q8NE79","BVES",1,2,2,4,4
"Q66K79","CPZ",1,2,2,4,4
"Q96CX3","ZNF501",1,4,4,4,4
"Q9UEW3","MARCO",1,1,1,4,4
"Q9UL17","TBX21",2,6,3,8,4
"Q9GZV9","FGF23",1,1,1,4,4
"Q6UVW9","CLEC2A",2,5,2.5,8,4
"O95150","TNFSF15",1,1,1,4,4
"P51684","CCR6",1,1,1,4,4
"Q96RJ0","TAAR1",1,4,4,4,4
"Q969X0","RILPL2",3,5,1.66666666666667,12,4
"O43435","TBX1",1,1,1,4,4
"Q9BQN1","FAM83C",1,2,2,4,4
"Q2M2I3","FAM83E",1,4,4,4,4
"Q8NEG4","FAM83F",1,2,2,4,4
"P56703","WNT3",1,1,1,4,4
"Q9UJ72","ANXA10",1,1,1,4,4
"P14679","TYR",2,5,2.5,8,4
"Q96M96","FGD4",2,3,1.5,8,4
"Q92502","STARD8",1,2,2,4,4
"Q96F10","SAT2",4,7,1.75,16,4
"Q9BXV9","GON7",1,4,4,4,4
"Q9BYF1","ACE2",12,26,2.16666666666667,48,4
"Q9Y2E4","DIP2C",1,1,1,4,4
"Q9NUN5","LMBRD1",2,2,1,8,4
"P40305","IFI27",2,2,1,8,4
"Q5VV43","KIAA0319",1,2,2,4,4
"Q11203","ST3GAL3",2,7,3.5,8,4
"P51690","ARSL",1,3,3,4,4
"Q9H095","IQCG",1,1,1,4,4
"Q93033","CD101",1,4,4,4,4
"Q8NCC3","PLA2G15",1,1,1,4,4
"Q52M93","ZNF585B",1,1,1,4,4
"P49771","FLT3LG",2,2,1,8,4
"P25189","MPZ",1,1,1,4,4
"O14559","ARHGAP33",1,1,1,4,4
"O75751","SLC22A3",1,2,2,4,4
"P12018","VPREB1",1,1,1,4,4
"Q02846","GUCY2D",2,2,1,8,4
"Q96RD6","PANX2",1,1,1,4,4
"P21506","ZNF10",2,2,1,8,4
"Q7Z443","PKD1L3",1,1,1,4,4
"Q01534","TSPY1",1,2,2,4,4
"Q969D9","TSLP",2,2,1,8,4
"Q8WXD9","CASKIN1",2,3,1.5,8,4
"Q86V25","VASH2",2,2,1,8,4
"Q86UK0","ABCA12",1,1,1,4,4
"Q719I0",NA,1,1,1,4,4
"Q7Z5W3","BCDIN3D",1,1,1,4,4
"Q96A04","TSACC",2,2,1,8,4
"Q9P242","NYAP2",1,1,1,4,4
"Q6P9F0","CCDC62",1,1,1,4,4
"O95500","CLDN14",1,1,1,4,4
"Q86YW7","GPHB5",2,7,3.5,8,4
"P01229","LHB",2,3,1.5,8,4
"Q13609","DNASE1L3",1,2,2,4,4
"Q9H3U7","SMOC2",1,1,1,4,4
"Q8IYK2","CCDC105",1,2,2,4,4
"A4QMS7","C5orf49",1,3,3,4,4
"Q9UHL0","DDX25",1,2,2,4,4
"A6NJL1","ZSCAN5B",1,3,3,4,4
"Q5MJ68","SPDYC",1,4,4,4,4
"Q8N5J4","SPIC",1,2,2,4,4
"P57055","RIPPLY3",2,7,3.5,8,4
"P0CI01",NA,1,4,4,4,4
"O94892","ZNF432",1,1,1,4,4
"Q96MP5","ZSWIM3",1,3,3,4,4
"O95935","TBX18",1,4,4,4,4
"Q9UHL3","FAM153A",1,2,2,4,4
"P23415","GLRA1",1,2,2,4,4
"Q96JK4","HHIPL1",1,2,2,4,4
"Q6ZSC3","RBM43",1,2,2,4,4
"Q9H310","RHBG",1,3,3,4,4
"Q6GMV3","PTRHD1",1,1,1,4,4
"Q6L9T8","FAM72D",1,2,2,4,4
"Q9Y5Q5","CORIN",1,4,4,4,4
"Q6ZSM3","SLC16A12",1,4,4,4,4
"Q6NT55","CYP4F22",1,4,4,4,4
"Q9NYW0","TAS2R10",1,4,4,4,4
"A2IDD5","CCDC78",1,1,1,4,4
"A6NKF2","ARID3C",1,2,2,4,4
"Q8N271","PROM2",1,2,2,4,4
"Q86WK9","PAQR7",1,2,2,4,4
"Q9Y2M2","SSUH2",1,2,2,4,4
"Q8NH19","OR10AG1",1,4,4,4,4
"P41586","ADCYAP1R1",1,1,1,4,4
"Q7Z422","SZRD1",1,1,1,4,4
"Q9NY91","SLC5A4",1,4,4,4,4
"Q9BXJ3","C1QTNF4",1,4,4,4,4
"Q9Y2V0","CDIN1",1,1,1,4,4
"Q9H0D2","ZNF541",1,2,2,4,4
"P51606","RENBP",1,1,1,4,4
"Q9BRP0","OVOL2",1,1,1,4,4
"Q86VQ3","TXNDC2",1,1,1,4,4
"Q2M329","CCDC96",1,1,1,4,4
"Q8IYB9",NA,1,1,1,4,4
"Q9ULS5","TMCC3",1,1,1,4,4
"Q5HY98","ZNF766",1,1,1,4,4
"Q9BXA5","SUCNR1",1,1,1,4,4
"Q8N1E2","LYG1",1,1,1,4,4
"Q7RTR2","NLRC3",1,1,1,4,4
"O43653",NA,1,1,1,4,4
"A2RUQ5",NA,1,1,1,4,4
"P25874","UCP1",1,1,1,4,4
"Q8NE22","SETD9",1,1,1,4,4
"O15263","DEFB4A",1,1,1,4,4
"P05000","IFNW1",1,1,1,4,4
"Q9Y2D0","CA5B",1,1,1,4,4
"P55773","CCL23",2,2,1,8,4
"Q96A98","PTH2",1,1,1,4,4
"Q7Z5M8","ABHD12B",1,1,1,4,4
"Q7Z7M9","GALNT5",1,1,1,4,4
"B2RC85","RSPH10B",1,1,1,4,4
"Q9UBX8","B4GALT6",1,1,1,4,4
"Q9UJM8","HAO1",1,1,1,4,4
"O75311","GLRA3",1,1,1,4,4
"O43316",NA,1,1,1,4,4
"P18405","SRD5A1",1,1,1,4,4
"Q53H76","PLA1A",1,1,1,4,4
"Q7Z4H8","POGLUT3",1,1,1,4,4
"P17516","AKR1C4",1,1,1,4,4
"Q9BXJ4","C1QTNF3",1,1,1,4,4
"P15621","ZNF44",1,1,1,4,4
"Q96C11","FGGY",1,1,1,4,4
"Q8TAV3","CYP2W1",1,1,1,4,4
"Q5T1B0","AXDND1",1,1,1,4,4
"Q9ULC6","PADI1",1,1,1,4,4
"P11509","CYP2A6",1,1,1,4,4
"Q8TAG5","VSTM2A",1,1,1,4,4
"Q14953",NA,1,1,1,4,4
"Q7Z6I6","ARHGAP30",1,1,1,4,4
"Q9H5P4","PDZD7",1,2,2,4,4
"Q07820","MCL1",23,28,1.21739130434783,91,3.95652173913043
"Q9H267","VPS33B",10,4,0.4,39,3.9
"P42768","WAS",25,28,1.12,97,3.88
"Q16611","BAK1",13,20,1.53846153846154,50,3.84615384615385
"P06729","CD2",6,5,0.833333333333333,23,3.83333333333333
"Q9NPJ1","MKKS",6,10,1.66666666666667,23,3.83333333333333
"P78543","BTG2",6,6,1,23,3.83333333333333
"Q01959","SLC6A3",5,5,1,19,3.8
"O00522","KRIT1",5,6,1.2,19,3.8
"Q08708","CD300C",5,16,3.2,19,3.8
"Q9ULZ3","PYCARD",17,45,2.64705882352941,64,3.76470588235294
"Q9UIK4","DAPK2",4,5,1.25,15,3.75
"Q9NQS7","INCENP",8,8,1,30,3.75
"Q9UKT5","FBXO4",8,14,1.75,30,3.75
"Q9GZQ3","COMMD5",4,7,1.75,15,3.75
"O15146","MUSK",4,9,2.25,15,3.75
"Q86X45","DNAAF11",4,11,2.75,15,3.75
"P58397","ADAMTS12",4,13,3.25,15,3.75
"Q7Z3Z2","RD3",4,7,1.75,15,3.75
"Q9UGN4","CD300A",4,6,1.5,15,3.75
"Q99708","RBBP8",11,16,1.45454545454545,41,3.72727272727273
"Q15583","TGIF1",10,19,1.9,37,3.7
"O15117","FYB1",6,18,3,22,3.66666666666667
"Q9H633","RPP21",3,11,3.66666666666667,11,3.66666666666667
"Q92730","RND1",6,7,1.16666666666667,22,3.66666666666667
"Q8NHL6","LILRB1",3,4,1.33333333333333,11,3.66666666666667
"P0CI25","TRIM49",3,4,1.33333333333333,11,3.66666666666667
"Q6P047","C8orf74",3,6,2,11,3.66666666666667
"Q9H2L5","RASSF4",3,4,1.33333333333333,11,3.66666666666667
"Q9Y4D7","PLXND1",3,6,2,11,3.66666666666667
"Q04900","CD164",3,5,1.66666666666667,11,3.66666666666667
"Q9P2X0","DPM3",3,2,0.666666666666667,11,3.66666666666667
"Q6PF15","KLHL35",3,6,2,11,3.66666666666667
"O60844","ZG16",3,7,2.33333333333333,11,3.66666666666667
"Q04828","AKR1C1",3,2,0.666666666666667,11,3.66666666666667
"Q5T8I9","HENMT1",3,11,3.66666666666667,11,3.66666666666667
"Q6GPH6","ITPRIPL1",3,6,2,11,3.66666666666667
"Q8IUZ5","PHYKPL",3,5,1.66666666666667,11,3.66666666666667
"Q96GT9","XAGE2",3,7,2.33333333333333,11,3.66666666666667
"Q9H2R5","KLK15",3,6,2,11,3.66666666666667
"Q9UD71","PPP1R1B",3,5,1.66666666666667,11,3.66666666666667
"Q9BXJ1","C1QTNF1",3,3,1,11,3.66666666666667
"Q96JA1","LRIG1",9,20,2.22222222222222,33,3.66666666666667
"Q5SZQ8","CELF3",3,6,2,11,3.66666666666667
"P11169","SLC2A3",3,4,1.33333333333333,11,3.66666666666667
"O15305","PMM2",3,2,0.666666666666667,11,3.66666666666667
"Q9NUB1","ACSS1",3,2,0.666666666666667,11,3.66666666666667
"Q9H5V8","CDCP1",5,10,2,18,3.6
"Q86XE0","SNX32",5,11,2.2,18,3.6
"Q15475","SIX1",7,12,1.71428571428571,25,3.57142857142857
"P48509","CD151",7,12,1.71428571428571,25,3.57142857142857
"P05162","LGALS2",4,5,1.25,14,3.5
"Q9H221","ABCG8",4,7,1.75,14,3.5
"Q9C0H9","SRCIN1",2,3,1.5,7,3.5
"P26998","CRYBB3",4,5,1.25,14,3.5
"Q05996","ZP2",4,11,2.75,14,3.5
"P17041","ZNF32",4,11,2.75,14,3.5
"Q9P2T0","THEG",2,2,1,7,3.5
"P20827","EFNA1",6,9,1.5,21,3.5
"Q86WI3","NLRC5",2,4,2,7,3.5
"Q96D98","EID2B",4,7,1.75,14,3.5
"Q9UH90","FBXO40",2,6,3,7,3.5
"P00973","OAS1",4,9,2.25,14,3.5
"O43508","TNFSF12",4,7,1.75,14,3.5
"Q5VZ18","SHE",2,3,1.5,7,3.5
"Q96R05","RBP7",2,2,1,7,3.5
"P20592","MX2",2,3,1.5,7,3.5
"P58549","FXYD7",2,2,1,7,3.5
"Q16619","CTF1",2,1,0.5,7,3.5
"Q2TAK8","PWWP3A",2,4,2,7,3.5
"Q6IQ55","TTBK2",4,4,1,14,3.5
"Q7Z3D6","DGLUCY",2,4,2,7,3.5
"Q9BPY8","HOPX",4,6,1.5,14,3.5
"Q9BQ13","KCTD14",2,4,2,7,3.5
"Q9BUD6","SPON2",2,2,1,7,3.5
"Q9Y4F9","RIPOR2",2,2,1,7,3.5
"A1A580","KRTAP23-1",2,6,3,7,3.5
"Q96JI7","SPG11",2,2,1,7,3.5
"P49789","FHIT",6,6,1,21,3.5
"Q8IWE5","PLEKHM2",2,2,1,7,3.5
"A5X5Y0","HTR3E",2,4,2,7,3.5
"Q96QV1","HHIP",2,3,1.5,7,3.5
"Q8TC05","MDM1",2,3,1.5,7,3.5
"Q6B0B8","TIGD3",2,7,3.5,7,3.5
"Q8NDZ0","BEND2",2,6,3,7,3.5
"Q96MI6","PPM1M",2,4,2,7,3.5
"Q9BZM6","ULBP1",2,5,2.5,7,3.5
"P26718","KLRK1",4,6,1.5,14,3.5
"Q0VAM2","RASGEF1B",2,3,1.5,7,3.5
"Q6QAJ8","TMEM220",2,7,3.5,7,3.5
"Q2T9K0","TMEM44",2,5,2.5,7,3.5
"Q86UW1","SLC51A",2,6,3,7,3.5
"Q9Y5H5","PCDHA9",2,4,2,7,3.5
"Q8NEP7","KLHDC9",2,6,3,7,3.5
"Q5VTQ0","TTC39B",2,3,1.5,7,3.5
"Q9H4B8","DPEP3",2,4,2,7,3.5
"Q8TDN2","KCNV2",2,4,2,7,3.5
"Q2TAP0","GOLGA7B",2,3,1.5,7,3.5
