"bait_uniprot","bait_symbol","bait_usage","degree_bait","normaliz_bait","degree","normaliz_degree"
"P45877","PPIC",3,9,3,17,5.66666666666667
"Q6BCY4","CYB5R2",3,12,4,17,5.66666666666667
"Q92834","RPGR",9,34,3.77777777777778,51,5.66666666666667
"Q96BW1","UPRT",3,13,4.33333333333333,17,5.66666666666667
"Q9Y2Y0","ARL2BP",3,2,0.666666666666667,17,5.66666666666667
"P02747","C1QC",3,5,1.66666666666667,17,5.66666666666667
"Q8N6V9","TEX9",3,5,1.66666666666667,17,5.66666666666667
"P29459","IL12A",3,7,2.33333333333333,17,5.66666666666667
"Q9HCI5","MAGEE1",3,10,3.33333333333333,17,5.66666666666667
"Q6FIF0","ZFAND6",3,3,1,17,5.66666666666667
"Q14654","KCNJ11",3,4,1.33333333333333,17,5.66666666666667
"P36544","CHRNA7",3,7,2.33333333333333,17,5.66666666666667
"P42575","CASP2",8,8,1,45,5.625
"Q13105","ZBTB17",8,8,1,45,5.625
"Q9GZV5","WWTR1",10,22,2.2,56,5.6
"Q9UKL3","CASP8AP2",5,6,1.2,28,5.6
"Q92963","RIT1",5,14,2.8,28,5.6
"Q96PF2","TSSK2",5,19,3.8,28,5.6
"Q9NX09","DDIT4",5,17,3.4,28,5.6
"O95140","MFN2",5,8,1.6,28,5.6
"Q96RU8","TRIB1",5,11,2.2,28,5.6
"P25445","FAS",21,49,2.33333333333333,117,5.57142857142857
"P01374","LTA",4,8,2,22,5.5
"P48357","LEPR",6,8,1.33333333333333,33,5.5
"P46527","CDKN1B",20,30,1.5,110,5.5
"Q96NY8","NECTIN4",4,18,4.5,22,5.5
"P47900","P2RY1",2,8,4,11,5.5
"Q5FBB7","SGO1",8,34,4.25,44,5.5
"Q9NZU7","CABP1",2,2,1,11,5.5
"Q9Y584","TIMM22",2,6,3,11,5.5
"P51878","CASP5",2,4,2,11,5.5
"Q9P000","COMMD9",4,8,2,22,5.5
"Q13522","PPP1R1A",2,4,2,11,5.5
"O76096","CST7",2,6,3,11,5.5
"P17036","ZNF3",4,18,4.5,22,5.5
"O43736","ITM2A",4,19,4.75,22,5.5
"P22307","SCP2",4,6,1.5,22,5.5
"Q96PJ5","FCRL4",2,4,2,11,5.5
"Q8IX07","ZFPM1",2,2,1,11,5.5
"O00409","FOXN3",4,15,3.75,22,5.5
"Q09013","DMPK",4,4,1,22,5.5
"Q86YV5","PRAG1",2,3,1.5,11,5.5
"P14616","INSRR",2,3,1.5,11,5.5
"Q9H0H3","KLHL25",2,2,1,11,5.5
"Q8IYA7","MKX",2,3,1.5,11,5.5
"O75916","RGS9",2,3,1.5,11,5.5
"Q8TE85","GRHL3",2,3,1.5,11,5.5
"Q9Y6R1","SLC4A4",2,3,1.5,11,5.5
"Q5K651","SAMD9",2,3,1.5,11,5.5
"Q15113","PCOLCE",4,6,1.5,22,5.5
"Q9Y5W3","KLF2",2,2,1,11,5.5
"P05496","ATP5MC1",2,1,0.5,11,5.5
"P56748","CLDN8",2,8,4,11,5.5
"Q06141","REG3A",2,4,2,11,5.5
"Q16559","TAL2",2,6,3,11,5.5
"Q5T9C2","FAM102A",2,6,3,11,5.5
"Q8IV04","TBC1D10C",2,4,2,11,5.5
"Q8NFP7","NUDT10",2,6,3,11,5.5
"Q8TF65","GIPC2",4,13,3.25,22,5.5
"Q96RJ6","FERD3L",2,10,5,11,5.5
"Q9NP91","SLC6A20",2,9,4.5,11,5.5
"Q9Y5T4","DNAJC15",2,5,2.5,11,5.5
"Q6ZMS7","ZNF783",2,5,2.5,11,5.5
"Q8WWZ8","OIT3",2,10,5,11,5.5
"Q96BS2","TESC",4,14,3.5,22,5.5
"Q96DR5","BPIFA2",2,2,1,11,5.5
"Q96HV5","TMEM41A",2,3,1.5,11,5.5
"Q9H496","TOR1AIP2",2,2,1,11,5.5
"Q9H706","GAREM1",2,2,1,11,5.5
"O43805","SSNA1",6,6,1,33,5.5
"Q8WXD2","SCG3",2,5,2.5,11,5.5
"P07510","CHRNG",4,19,4.75,22,5.5
"P18507","GABRG2",4,15,3.75,22,5.5
"Q8N8Q3","ENDOV",2,8,4,11,5.5
"Q6NS38","ALKBH2",2,3,1.5,11,5.5
"Q6ZQW0","IDO2",2,11,5.5,11,5.5
"P01563","IFNA2",2,5,2.5,11,5.5
"Q7LG56","RRM2B",4,15,3.75,22,5.5
"Q96HP4","OXNAD1",2,9,4.5,11,5.5
"Q2M3C6","TMEM266",2,10,5,11,5.5
"Q9HAH1","ZNF556",2,10,5,11,5.5
"Q6ZT98","TTLL7",2,4,2,11,5.5
"Q9NXJ5","PGPEP1",2,9,4.5,11,5.5
"Q8TCD5","NT5C",2,4,2,11,5.5
"Q9UIC8","LCMT1",2,4,2,11,5.5
"Q5TAB7","RIPPLY2",4,16,4,22,5.5
"O43934","MFSD11",2,9,4.5,11,5.5
"Q8WV15","TMEM255B",2,7,3.5,11,5.5
"P05019","IGF1",2,3,1.5,11,5.5
"Q86V20","SHLD2",2,9,4.5,11,5.5
"Q9NZU0","FLRT3",2,2,1,11,5.5
"Q9HCE6","ARHGEF10L",2,10,5,11,5.5
"P35247","SFTPD",2,1,0.5,11,5.5
"Q9H0I3","CCDC113",2,5,2.5,11,5.5
"Q9GZW8","MS4A7",2,3,1.5,11,5.5
"O15527","OGG1",2,2,1,11,5.5
"Q9ULI4","KIF26A",2,3,1.5,11,5.5
"Q5VVH5","IRAK1BP1",2,2,1,11,5.5
"Q8TBG9","SYNPR",2,2,1,11,5.5
"Q8TDW5","SYTL5",2,6,3,11,5.5
"O15217","GSTA4",2,2,1,11,5.5
"Q8TB37","NUBPL",2,2,1,11,5.5
"Q86VV4","RANBP3L",2,7,3.5,11,5.5
"Q8IVA1","PCP2",2,4,2,11,5.5
"Q96HA9","PEX11G",2,10,5,11,5.5
"P20292","ALOX5AP",2,4,2,11,5.5
"Q9BXU9","CALN1",2,4,2,11,5.5
"O00219","HAS3",2,4,2,11,5.5
"Q70J99","UNC13D",2,1,0.5,11,5.5
"Q86UL8","MAGI2",7,7,1,38,5.42857142857143
"Q9Y4K4","MAP4K5",5,11,2.2,27,5.4
"P20273","CD22",5,10,2,27,5.4
"P58753","TIRAP",10,29,2.9,54,5.4
"Q86Z02","HIPK1",5,5,1,27,5.4
"O43524","FOXO3",15,37,2.46666666666667,81,5.4
"O75154","RAB11FIP3",5,8,1.6,27,5.4
"O75427","LRCH4",5,15,3,27,5.4
"Q6NSJ5","LRRC8E",5,12,2.4,27,5.4
"P08887","IL6R",5,15,3,27,5.4
"Q8WXB1","METTL21A",5,15,3,27,5.4
"Q9NTM9","CUTC",5,8,1.6,27,5.4
"P21754","ZP3",5,18,3.6,27,5.4
"P15941","MUC1",11,23,2.09090909090909,59,5.36363636363636
"P06730","EIF4E",21,47,2.23809523809524,112,5.33333333333333
"Q16649","NFIL3",6,15,2.5,32,5.33333333333333
"Q9HCN6","GP6",3,8,2.66666666666667,16,5.33333333333333
"Q59H18","TNNI3K",3,14,4.66666666666667,16,5.33333333333333
"P29279","CCN2",3,11,3.66666666666667,16,5.33333333333333
"Q969G9","NKD1",3,14,4.66666666666667,16,5.33333333333333
"Q6ZVT0","TTLL10",3,15,5,16,5.33333333333333
"Q99966","CITED1",3,4,1.33333333333333,16,5.33333333333333
"P29376","LTK",3,5,1.66666666666667,16,5.33333333333333
"P07498","CSN3",3,4,1.33333333333333,16,5.33333333333333
"P30542","ADORA1",3,4,1.33333333333333,16,5.33333333333333
"Q03393","PTS",6,5,0.833333333333333,32,5.33333333333333
"P35555","FBN1",6,8,1.33333333333333,32,5.33333333333333
"Q8WZA0","LZIC",3,5,1.66666666666667,16,5.33333333333333
"P41002","CCNF",3,4,1.33333333333333,16,5.33333333333333
"Q0VGL1","LAMTOR4",3,11,3.66666666666667,16,5.33333333333333
"Q9Y458","TBX22",3,3,1,16,5.33333333333333
"P98155","VLDLR",3,2,0.666666666666667,16,5.33333333333333
"P30039","PBLD",3,11,3.66666666666667,16,5.33333333333333
"Q14088","RAB33A",3,12,4,16,5.33333333333333
"Q6ZN57","ZFP2",3,8,2.66666666666667,16,5.33333333333333
"Q6ZT89","SLC25A48",3,13,4.33333333333333,16,5.33333333333333
"Q9H6X5","C19orf44",3,11,3.66666666666667,16,5.33333333333333
"O75679","RFPL3",3,12,4,16,5.33333333333333
"P49888","SULT1E1",3,10,3.33333333333333,16,5.33333333333333
"Q9BTE0","NAT9",3,9,3,16,5.33333333333333
"Q96N96","SPATA13",3,11,3.66666666666667,16,5.33333333333333
"O60759","CYTIP",3,6,2,16,5.33333333333333
"P78348","ASIC1",3,9,3,16,5.33333333333333
"O60443","GSDME",3,7,2.33333333333333,16,5.33333333333333
"P17752","TPH1",3,9,3,16,5.33333333333333
"Q9Y336","SIGLEC9",3,11,3.66666666666667,16,5.33333333333333
"P43357","MAGEA3",3,2,0.666666666666667,16,5.33333333333333
"Q9UH73","EBF1",3,4,1.33333333333333,16,5.33333333333333
"Q9Y5N6","ORC6",7,17,2.42857142857143,37,5.28571428571429
"Q96AX1","VPS33A",7,6,0.857142857142857,37,5.28571428571429
"Q08881","ITK",11,20,1.81818181818182,58,5.27272727272727
"O75161","NPHP4",11,37,3.36363636363636,58,5.27272727272727
"P35968","KDR",24,38,1.58333333333333,126,5.25
"Q9NQS3","NECTIN3",8,25,3.125,42,5.25
"Q9BXI6","TBC1D10A",4,3,0.75,21,5.25
"Q9UNH6","SNX7",4,9,2.25,21,5.25
"Q9H1H9","KIF13A",4,6,1.5,21,5.25
"Q9H469","FBXL15",4,8,2,21,5.25
"P49747","COMP",4,10,2.5,21,5.25
"Q53H47","SETMAR",4,10,2.5,21,5.25
"Q92800","EZH1",4,14,3.5,21,5.25
"P24001","IL32",4,6,1.5,21,5.25
"Q9NPC6","MYOZ2",4,5,1.25,21,5.25
"Q9UKF7","PITPNC1",4,21,5.25,21,5.25
"O00194","RAB27B",4,17,4.25,21,5.25
"Q13588","GRAP",4,7,1.75,21,5.25
"Q8N6P7","IL22RA1",4,5,1.25,21,5.25
"Q14135","VGLL4",4,12,3,21,5.25
"P29322","EPHA8",4,5,1.25,21,5.25
"Q9HD36","BCL2L10",4,9,2.25,21,5.25
"P18615","NELFE",9,17,1.88888888888889,47,5.22222222222222
"Q9HA38","ZMAT3",5,12,2.4,26,5.2
"P42679","MATK",5,5,1,26,5.2
"O15389","SIGLEC5",5,21,4.2,26,5.2
"P98066","TNFAIP6",5,13,2.6,26,5.2
"P26022","PTX3",5,11,2.2,26,5.2
"Q7Z4G1","COMMD6",6,24,4,31,5.16666666666667
"P12643","BMP2",6,11,1.83333333333333,31,5.16666666666667
"Q13133","NR1H3",12,23,1.91666666666667,62,5.16666666666667
"O95931","CBX7",9,30,3.33333333333333,46,5.11111111111111
"Q8N726","CDKN2A",11,31,2.81818181818182,56,5.09090909090909
"Q15672","TWIST1",12,28,2.33333333333333,61,5.08333333333333
"O43521","BCL2L11",15,21,1.4,76,5.06666666666667
"P78314","SH3BP2",8,15,1.875,40,5
"P13232","IL7",1,1,1,5,5
"Q9GZX5","ZNF350",2,2,1,10,5
"Q96CG3","TIFA",6,10,1.66666666666667,30,5
"Q14055","COL9A2",2,5,2.5,10,5
"Q14695",NA,1,2,2,5,5
"Q92902","HPS1",2,5,2.5,10,5
"P23975","SLC6A2",1,1,1,5,5
"Q6PKX4","DOK6",4,17,4.25,20,5
"P31994","FCGR2B",5,12,2.4,25,5
"P48995","TRPC1",5,5,1,25,5
"P46695","IER3",5,15,3,25,5
"P51787","KCNQ1",4,3,0.75,20,5
"Q15661","TPSAB1",1,2,2,5,5
"P11678","EPX",1,3,3,5,5
"Q8IWN7",NA,1,3,3,5,5
"Q96C03","MIEF2",6,26,4.33333333333333,30,5
"Q6P9B6","MEAK7",2,4,2,10,5
"Q8IY22","CMIP",2,3,1.5,10,5
"Q8IYM1","SEPTIN12",5,20,4,25,5
"Q9BSU3","NAA11",3,14,4.66666666666667,15,5
"P41145","OPRK1",3,8,2.66666666666667,15,5
"Q96A44","SPSB4",2,4,2,10,5
"O00570","SOX1",1,1,1,5,5
"Q6PJE2","POMZP3",1,1,1,5,5
"Q96IZ2","ADTRP",1,2,2,5,5
"P55774","CCL18",2,7,3.5,10,5
"Q5T7B8","KIF24",4,9,2.25,20,5
"Q9NQ25","SLAMF7",4,15,3.75,20,5
"Q16568","CARTPT",1,2,2,5,5
"Q92765","FRZB",2,8,4,10,5
"O75771","RAD51D",14,51,3.64285714285714,70,5
"Q96CW9","NTNG2",1,2,2,5,5
"Q96P71","NECAB3",2,2,1,10,5
"Q9BYX4","IFIH1",10,28,2.8,50,5
"Q56P42","PYDC2",1,5,5,5,5
"Q2V2M9","FHOD3",1,1,1,5,5
"Q6ZWB6","KCTD8",1,1,1,5,5
"Q9P2G3","KLHL14",2,6,3,10,5
"Q9UL58","ZNF215",1,1,1,5,5
"Q16587","ZNF74",1,1,1,5,5
"Q9UBI4","STOML1",2,3,1.5,10,5
"P40238","MPL",2,2,1,10,5
"Q99593","TBX5",2,3,1.5,10,5
"Q7Z7K0","CMC1",1,2,2,5,5
"P25929","NPY1R",1,2,2,5,5
"Q8NA19","L3MBTL4",4,19,4.75,20,5
"Q9UKK6","NXT1",3,5,1.66666666666667,15,5
"Q147X3","NAA30",1,2,2,5,5
"O75132","ZBED4",3,8,2.66666666666667,15,5
"O14764","GABRD",4,16,4,20,5
"P14621","ACYP2",1,2,2,5,5
"P22352","GPX3",1,1,1,5,5
"Q12882","DPYD",2,1,0.5,10,5
"Q13394","MAB21L1",2,8,4,10,5
"Q2KHT4","GSG1",2,3,1.5,10,5
"Q5JZY3","EPHA10",1,4,4,5,5
"Q5SYB0","FRMPD1",1,1,1,5,5
"Q6NUJ5","PWWP2B",2,3,1.5,10,5
"Q7Z3E5","ARMC9",2,3,1.5,10,5
"Q8IWA6","CCDC60",2,7,3.5,10,5
"Q8IX06",NA,1,4,4,5,5
"Q8N2X6",NA,1,5,5,5,5
"Q8N554","ZNF276",3,3,1,15,5
"Q8TAK5","GABPB2",3,4,1.33333333333333,15,5
"Q8TCP9","FAM200A",1,3,3,5,5
"Q92537","SUSD6",3,6,2,15,5
"Q96NZ9","PRAP1",3,8,2.66666666666667,15,5
"Q9BT43","POLR3GL",5,22,4.4,25,5
"Q9H1X1","RSPH9",3,12,4,15,5
"Q9H2F9","CCDC68",4,12,3,20,5
"Q9H3H3","C11orf68",3,10,3.33333333333333,15,5
"Q9H4G1","CST9L",2,6,3,10,5
"Q9UII6","DUSP13",3,14,4.66666666666667,15,5
"Q9UJL9","ZFP69B",1,1,1,5,5
"Q9ULZ2","STAP1",4,5,1.25,20,5
"Q9Y5E9","PCDHB14",3,14,4.66666666666667,15,5
"Q9Y5X0","SNX10",2,3,1.5,10,5
"O14791","APOL1",1,1,1,5,5
"O60760","HPGDS",2,3,1.5,10,5
"P01135","TGFA",4,2,0.5,20,5
"P09430","TNP1",2,2,1,10,5
"Q16600","ZNF239",2,5,2.5,10,5
"Q6P1K1","SLC48A1",3,8,2.66666666666667,15,5
"Q8IYL3","C1orf174",3,5,1.66666666666667,15,5
"Q9Y5Z4","HEBP2",2,1,0.5,10,5
"Q9UJ83","HACL1",3,4,1.33333333333333,15,5
"Q96S38","RPS6KC1",3,3,1,15,5
"Q9Y615","ACTL7A",1,1,1,5,5
"Q8IX21","SLF2",3,7,2.33333333333333,15,5
"Q96M32","AK7",1,4,4,5,5
"Q7L3V2","RTL10",2,9,4.5,10,5
"A6NGG8","PCARE",1,5,5,5,5
"Q9NVP4","DZANK1",1,2,2,5,5
"Q5EBL2","ZNF628",1,1,1,5,5
"Q6ZP80","TMEM182",3,12,4,15,5
"Q8TAP9","MPLKIP",1,2,2,5,5
"Q96AQ1","CCDC74A",1,1,1,5,5
"Q9NTQ9","GJB4",2,2,1,10,5
"Q9BWQ8","FAIM2",1,2,2,5,5
"Q86UN2","RTN4RL1",2,5,2.5,10,5
"Q9BY66","KDM5D",1,1,1,5,5
"P30511","HLA-F",5,10,2,25,5
"Q5T6V5","C9orf64",1,2,2,5,5
"O60359","CACNG3",1,2,2,5,5
"Q5T5M9","CCNJ",1,2,2,5,5
"Q7RTX7","CATSPER4",1,4,4,5,5
"Q5TCS8","AK9",2,9,4.5,10,5
"Q5VT40","FAM78B",1,5,5,5,5
"Q7Z402","TMC7",1,4,4,5,5
"P05177","CYP1A2",2,5,2.5,10,5
"Q9UQ72","PSG11",1,2,2,5,5
"Q99983","OMD",1,4,4,5,5
"Q9BV87","CNPPD1",1,5,5,5,5
"Q9NST1","PNPLA3",1,2,2,5,5
"Q5T5N4","C6orf118",1,4,4,5,5
"Q8N6Q8","METTL25",1,2,2,5,5
"Q9UHM6","OPN4",1,3,3,5,5
"P49326","FMO5",1,5,5,5,5
"Q1X8D7","LRRC36",2,8,4,10,5
"Q8TA94","ZNF563",2,9,4.5,10,5
"Q86VD1","MORC1",1,4,4,5,5
"Q7L1S5","CHST9",1,3,3,5,5
"Q6ZNF0","ACP7",1,3,3,5,5
"Q92737","RASL10A",1,4,4,5,5
"Q9UGQ3","SLC2A6",1,3,3,5,5
"Q8TDF6","RASGRP4",2,4,2,10,5
"Q96NZ1","FOXN4",1,1,1,5,5
"Q96AH8","RAB7B",2,6,3,10,5
"Q8IXB3","TRARG1",1,5,5,5,5
"P00326","ADH1C",1,2,2,5,5
"P05014","IFNA4",2,6,3,10,5
"O75594","PGLYRP1",1,2,2,5,5
"Q8TE60","ADAMTS18",1,4,4,5,5
"Q8J025","APCDD1",2,9,4.5,10,5
"Q7Z7J7","LHFPL4",1,4,4,5,5
"Q7L8A9","VASH1",2,5,2.5,10,5
"Q96S37","SLC22A12",1,2,2,5,5
"Q9UNU6","CYP8B1",1,5,5,5,5
"P36269","GGT5",1,4,4,5,5
"Q6ZTR5","CFAP47",1,2,2,5,5
"Q496F6","CD300E",3,9,3,15,5
"Q9UKU9","ANGPTL2",1,2,2,5,5
"Q86TY3","ARMH4",1,4,4,5,5
"Q5W186","CST9",1,4,4,5,5
"Q3SXZ7","TTLL9",1,5,5,5,5
"A0PJX2","TLDC2",1,5,5,5,5
"P20813","CYP2B6",1,4,4,5,5
"Q9BVW5","TIPIN",4,9,2.25,20,5
"Q9Y231","FUT9",2,5,2.5,10,5
"Q8ND71","GIMAP8",2,5,2.5,10,5
"Q00266","MAT1A",3,5,1.66666666666667,15,5
"Q9NS61","KCNIP2",3,6,2,15,5
"Q13231","CHIT1",1,3,3,5,5
"Q8N228","SCML4",1,3,3,5,5
"Q7Z5L4","SPATA19",1,5,5,5,5
"Q9BZD7","PRRG3",1,3,3,5,5
"Q86SU0","ILDR1",1,4,4,5,5
"O15229","KMO",1,2,2,5,5
"O43448","KCNAB3",2,6,3,10,5
"Q14123","PDE1C",1,3,3,5,5
"Q6MZW2","FSTL4",1,3,3,5,5
"Q5BKY1","LRRC10",1,5,5,5,5
"P35218","CA5A",1,2,2,5,5
"Q9UHK6","AMACR",1,4,4,5,5
"Q3SXM0","DCAF4L1",1,2,2,5,5
"Q9H106","SIRPD",1,4,4,5,5
"P56856","CLDN18",1,2,2,5,5
"Q9H910","JPT2",2,3,1.5,10,5
"Q9Y5S8","NOX1",1,2,2,5,5
"Q8TBE7","SLC35G2",3,9,3,15,5
"Q8WTT0","CLEC4C",1,1,1,5,5
"Q14524","SCN5A",7,9,1.28571428571429,35,5
"P41968","MC3R",1,2,2,5,5
"Q9NUV7","SPTLC3",1,3,3,5,5
"Q5T2D3","OTUD3",1,3,3,5,5
"Q8IZU9","KIRREL3",2,6,3,10,5
"Q9Y6P5","SESN1",2,3,1.5,10,5
"P0C7Q2","ARMS2",2,10,5,10,5
"Q8WX94","NLRP7",1,2,2,5,5
"P08620","FGF4",1,1,1,5,5
"Q7LBE3","SLC26A9",1,3,3,5,5
"Q9H7X0","NAA60",1,1,1,5,5
"Q96N38","ZNF714",1,2,2,5,5
"Q8IXZ3","SP8",1,3,3,5,5
"Q96JB8","MPP4",1,4,4,5,5
"A0A455ZAR2",NA,2,10,5,10,5
"Q16515","ASIC2",1,1,1,5,5
"O60290","ZNF862",1,2,2,5,5
"Q8TD84","DSCAML1",1,3,3,5,5
"Q8TD23","ZNF675",1,1,1,5,5
"Q9H8M9","EVA1A",2,3,1.5,10,5
"Q5VV52","ZNF691",2,3,1.5,10,5
"Q2M3G0","ABCB5",2,2,1,10,5
"O00115","DNASE2",2,3,1.5,10,5
"P32238","CCKAR",1,1,1,5,5
"Q8IU99","CALHM1",1,2,2,5,5
"Q6UW32","IGFL1",1,1,1,5,5
"O96024","B3GALT4",1,2,2,5,5
"Q8N9A8","CNEP1R1",1,1,1,5,5
"Q86V59","PNMA8A",1,1,1,5,5
"Q96NZ8","WFIKKN1",2,2,1,10,5
"P09544","WNT2",2,2,1,10,5
"P07148","FABP1",2,2,1,10,5
"P0CW20","LIMS3",2,10,5,10,5
"Q9UHE8","STEAP1",1,1,1,5,5
"P01225","FSHB",1,1,1,5,5
"Q499Z4","ZNF672",1,3,3,5,5
"Q9HAK2","EBF2",1,2,2,5,5
"Q9BYH1","SEZ6L",1,3,3,5,5
"Q9H1K6","TLNRD1",1,5,5,5,5
"P07438","MT1B",1,5,5,5,5
"Q96DL1","NXPE2",1,2,2,5,5
"Q6TGC4","PADI6",1,3,3,5,5
"Q6AZW8","ZNF660",1,1,1,5,5
"Q9HAB8","PPCS",1,2,2,5,5
"Q6PF04","ZNF613",1,5,5,5,5
"Q8NFU5","IPMK",1,1,1,5,5
"Q6UWP2","DHRS11",1,1,1,5,5
"Q8IXY8","PPIL6",1,4,4,5,5
"Q96QA6","YPEL2",1,1,1,5,5
"Q86TD4","SRL",1,3,3,5,5
"Q8IYS8","BOD1L2",1,4,4,5,5
"Q9HD90","NEUROD4",1,1,1,5,5
"P11086","PNMT",1,2,2,5,5
"O75387","SLC43A1",1,1,1,5,5
"Q6BDI9","REP15",1,1,1,5,5
"Q8TAG6","VXN",1,1,1,5,5
"Q14353","GAMT",2,3,1.5,10,5
"Q86X24","HORMAD1",1,2,2,5,5
"O15374","SLC16A4",1,2,2,5,5
"Q96G61","NUDT11",1,1,1,5,5
"Q5T1Q4","SLC35F1",2,7,3.5,10,5
"A6NLU0","RFPL4A",1,1,1,5,5
"Q9BQJ4","TMEM47",1,4,4,5,5
"P56378","ATP5MJ",1,2,2,5,5
"P06681","C2",3,9,3,15,5
"O43916","CHST1",1,2,2,5,5
"Q93015","NAA80",1,3,3,5,5
"Q9BUY7","EFCAB11",1,1,1,5,5
"A6NKB5","PCNX2",1,1,1,5,5
"P60602","ROMO1",2,3,1.5,10,5
"O15079","SNPH",1,1,1,5,5
"Q9P0J6","MRPL36",1,1,1,5,5
"Q86UD5","SLC9B2",1,1,1,5,5
"Q8N1D0",NA,1,1,1,5,5
"Q96QE2","SLC2A13",1,1,1,5,5
"Q9H8L6","MMRN2",1,1,1,5,5
"Q13907","IDI1",2,2,1,10,5
"Q8TCB0","IFI44",1,1,1,5,5
"A4D1S5","RAB19",1,1,1,5,5
"Q7RTU7","SCX",1,2,2,5,5
"Q96AZ1","EEF1AKMT3",1,2,2,5,5
"Q5THR3","EFCAB6",1,1,1,5,5
"Q8WU43","C2orf15",1,1,1,5,5
"P07492","GRP",1,1,1,5,5
"O43826","SLC37A4",1,1,1,5,5
"P20396","TRH",1,2,2,5,5
"O15554","KCNN4",3,4,1.33333333333333,15,5
"P46094","XCR1",1,1,1,5,5
"P82251","SLC7A9",1,1,1,5,5
"Q9ULI3","HEG1",1,1,1,5,5
"Q86X67","NUDT13",1,1,1,5,5
"Q14410","GK2",1,1,1,5,5
"O75129","ASTN2",1,1,1,5,5
"Q8TAE6","PPP1R14C",1,1,1,5,5
"Q9NYL5","CYP39A1",1,1,1,5,5
"Q6UY01","LRRC31",1,1,1,5,5
"Q6UWU4","C6orf89",1,1,1,5,5
"A6PVS8","LRRIQ3",1,1,1,5,5
"Q96L03","SPATA17",1,1,1,5,5
"Q9ULT0","TTC7A",1,1,1,5,5
"Q6UW02","CYP20A1",1,1,1,5,5
"O43462","MBTPS2",1,1,1,5,5
"Q96FM1","PGAP3",1,1,1,5,5
"Q6UX07","DHRS13",1,1,1,5,5
"Q6ZNE9","RUFY4",2,2,1,10,5
"Q96FN5","KIF12",1,1,1,5,5
"Q9UQC9","CLCA2",1,1,1,5,5
"Q5JUQ0","FAM78A",1,1,1,5,5
"P49914","MTHFS",1,1,1,5,5
"Q9UPI3","FLVCR2",1,1,1,5,5
"A4D1B5","GSAP",1,1,1,5,5
"P05113","IL5",1,1,1,5,5
"Q92819","HAS2",1,2,2,5,5
"Q9Y4X3","CCL27",1,1,1,5,5
"Q9UQP3","TNN",1,1,1,5,5
"Q9H1J7","WNT5B",1,1,1,5,5
"A4FU49","SH3D21",1,1,1,5,5
"O95415","BRI3",2,4,2,10,5
"Q96SQ7","ATOH8",1,2,2,5,5
"P25100","ADRA1D",7,25,3.57142857142857,34,4.85714285714286
"P63272","SUPT4H1",7,8,1.14285714285714,34,4.85714285714286
"Q92556","ELMO1",6,11,1.83333333333333,29,4.83333333333333
"P50281","MMP14",11,20,1.81818181818182,53,4.81818181818182
"Q99259","GAD1",5,7,1.4,24,4.8
"A0AVK6","E2F8",5,7,1.4,24,4.8
"P39905","GDNF",5,8,1.6,24,4.8
"Q8WZA2","RAPGEF4",5,8,1.6,24,4.8
"Q6ZYL4","GTF2H5",5,22,4.4,24,4.8
"Q9NSA3","CTNNBIP1",8,26,3.25,38,4.75
"Q9UMW8","USP18",8,17,2.125,38,4.75
"Q01638","IL1RL1",4,15,3.75,19,4.75
"Q16548","BCL2A1",4,7,1.75,19,4.75
"P68543","UBXN2A",4,7,1.75,19,4.75
"Q9Y6D6","ARFGEF1",8,12,1.5,38,4.75
"O75800","ZMYND10",4,13,3.25,19,4.75
"P06850","CRH",4,12,3,19,4.75
"Q9UL26","RAB22A",4,4,1,19,4.75
"Q9BTP7","FAAP24",4,7,1.75,19,4.75
"Q9Y6W8","ICOS",4,12,3,19,4.75
"Q03426","MVK",4,5,1.25,19,4.75
"P51843","NR0B1",4,3,0.75,19,4.75
"P02741","CRP",15,48,3.2,71,4.73333333333333
"Q86YC2","PALB2",11,34,3.09090909090909,52,4.72727272727273
"Q96FE5","LINGO1",7,16,2.28571428571429,33,4.71428571428571
"Q92629","SGCD",3,6,2,14,4.66666666666667
"O14713","ITGB1BP1",6,11,1.83333333333333,28,4.66666666666667
"O15457","MSH4",3,3,1,14,4.66666666666667
"Q9Y2Q5","LAMTOR2",6,15,2.5,28,4.66666666666667
"Q96NY9","MUS81",6,7,1.16666666666667,28,4.66666666666667
"A1E959","ODAM",3,4,1.33333333333333,14,4.66666666666667
"P11049","CD37",3,11,3.66666666666667,14,4.66666666666667
"Q53FT3","HIKESHI",3,5,1.66666666666667,14,4.66666666666667
"O76039","CDKL5",6,18,3,28,4.66666666666667
"Q86UP8","GTF2IRD2",3,6,2,14,4.66666666666667
"O60353","FZD6",3,3,1,14,4.66666666666667
"A5D8T8","CLEC18A",3,10,3.33333333333333,14,4.66666666666667
"O95848","NUDT14",3,7,2.33333333333333,14,4.66666666666667
"Q14584","ZNF266",3,11,3.66666666666667,14,4.66666666666667
"Q6P499","NIPAL3",3,10,3.33333333333333,14,4.66666666666667
"Q96CN5","LRRC45",3,8,2.66666666666667,14,4.66666666666667
"Q96E40","SPACA9",3,9,3,14,4.66666666666667
"Q96T68","SETDB2",3,10,3.33333333333333,14,4.66666666666667
"Q9NUQ9","CYRIB",3,4,1.33333333333333,14,4.66666666666667
"Q9P2J8","ZNF624",3,5,1.66666666666667,14,4.66666666666667
"Q16773","KYAT1",3,6,2,14,4.66666666666667
"O43680","TCF21",3,6,2,14,4.66666666666667
